age,height,weight
22,156,61.8
25,172,69.5
19,161,68.2
20,173,72.3
21,160,62.6
22,148,58.3
21,153,60.7
23,172,72.9
19,177,77.9
19,163,69.2
21,178,79.5
25,172,72.9
21,159,64.4
21,161,63.9
24,162,63.2
22,174,73.5
21,164,68.9
20,187,87.9
22,172,72.3
19,176,76.6
20,155,57.1
24,153,60.7
20,167,69.8
22,181,83.2
21,162,66.3
21,192,94.1
22,162,65.5
19,175,75.3
20,179,74.5
19,179,78.8
19,169,69.5
24,147,61.1
20,171,69.3
24,192,89.8
18,174,72.8
20,180,82.7
23,163,66.6
22,188,88.0
21,177,74.1
22,187,82.7
21,164,65.1
19,166,72.1
21,172,73.0
23,175,72.9
18,180,79.3
23,172,70.3
19,171,73.7
19,179,81.1
21,170,73.4
20,181,82.7
63,187,86.6
22,158,64.0
23,158,62.9
21,182,79.4
21,182,84.1
22,180,77.6
19,169,69.2
20,182,80.5
19,176,77.8
24,158,65.3
45,167,71.9
20,183,78.3
23,168,70.1
22,170,69.6
21,162,64.6
23,173,75.0
22,167,66.7
19,170,74.0
22,179,80.9
23,171,73.5
24,173,70.1
19,186,79.6
54,164,62.8
20,171,73.4
20,167,64.8
20,153,59.7
22,183,84.6
21,168,72.5
19,177,76.2
20,171,72.8
22,162,66.9
22,171,70.4
21,185,87.5
22,182,81.4
20,167,64.7
19,158,62.2
19,178,76.9
19,177,77.0
22,168,70.3
20,160,61.4
19,145,57.8
24,186,78.9
20,150,61.7
22,174,71.7
22,178,74.3
23,194,93.6
22,169,71.7
24,164,65.4
23,178,77.5
19,173,72.1
23,171,73.8
23,172,72.5
20,172,72.6
23,159,66.6
20,162,69.4
22,169,68.8
21,162,63.9
51,199,98.6
21,154,65.3
22,171,66.7
24,177,77.5
19,176,75.5
21,176,74.3
21,169,70.4
25,172,70.9
22,164,62.9
19,165,69.8
19,178,72.7
21,163,70.2
22,168,65.5
21,171,74.1
21,170,70.1
21,161,67.8
23,186,86.5
21,164,66.5
18,147,60.4
27,185,83.2
19,162,68.5
20,185,77.8
21,188,86.2
26,163,64.6
20,183,82.6
24,169,71.6
46,140,55.4
23,186,80.9
23,160,64.0
20,176,78.1
23,177,77.0
18,175,75.8
23,182,80.2
19,188,88.6
21,161,66.7
20,158,68.1
23,178,78.2
20,172,71.4
22,193,90.6
23,170,70.7
20,167,66.1
23,162,63.3
21,164,65.3
23,182,81.2
22,178,73.3
22,164,65.4
23,171,72.1
40,157,63.1
21,180,79.4
22,167,63.0
23,158,69.7
19,142,61.2
20,155,62.4
22,158,63.1
27,182,85.3
21,177,70.9
20,163,63.1
20,185,81.6
22,172,72.4
22,171,71.0
47,162,66.9
18,166,68.3
21,183,87.2
22,178,76.5
21,163,63.2
22,159,61.4
22,172,72.4
23,177,77.7
22,173,66.3
22,182,77.8
19,187,90.4
23,159,65.4
22,168,70.0
21,176,75.0
22,172,73.8
19,172,72.6
22,159,62.3
21,166,65.7
21,184,84.8
22,164,64.2
23,168,65.8
29,156,64.2
21,168,70.4
25,186,86.6
22,171,69.7
46,178,72.3
19,181,81.0
19,155,62.5
20,177,74.8
19,185,82.0
25,160,63.9
22,156,61.5
22,174,76.8
22,181,82.2
19,183,80.9
22,156,64.9
21,180,77.2
20,173,75.6
22,196,97.8
21,180,79.1
22,168,68.1
21,177,76.6
22,162,71.5
22,181,78.3
22,157,65.4
20,174,70.3
23,165,64.5
21,156,62.5
22,160,65.8
23,186,79.9
23,176,72.1
21,156,62.0
23,184,81.4
20,153,60.2
28,187,83.8
22,154,60.5
26,176,76.0
23,162,70.8
22,168,69.5
23,163,65.6
23,180,76.8
21,165,61.6
21,167,63.0
21,182,77.6
20,170,69.7
22,174,73.4
21,190,85.7
23,165,65.9
26,173,71.8
21,157,64.2
19,171,70.1
20,182,85.2
21,173,69.3
23,167,69.1
20,168,71.1
23,153,58.0
21,168,69.3
20,182,79.1
23,163,63.2
31,161,65.9
24,173,77.5
22,176,75.1
20,171,71.9
20,167,69.0
21,164,66.3
20,191,85.0
23,173,74.6
22,166,69.0
26,165,68.0
20,177,74.6
49,163,68.8
20,181,80.1
52,178,72.4
43,177,75.9
42,188,89.5
20,175,73.2
23,168,69.7
23,160,63.0
22,177,78.9
19,176,74.5
21,181,84.4
22,167,65.8
19,169,70.9
23,164,66.6
22,156,65.2
22,170,66.0
20,194,90.7
21,183,79.4
21,187,80.7
20,190,88.0
61,161,65.7
22,166,64.4
22,169,68.6
25,170,70.0
23,180,78.2
21,157,59.9
24,193,93.8
59,162,67.6
19,166,69.2
24,180,78.0
23,157,63.7
36,167,70.0
20,174,77.5
19,183,79.2
22,184,85.1
24,176,75.9
24,172,75.7
23,174,72.2
18,175,72.3
20,163,62.6
21,184,81.2
22,177,76.8
38,175,73.0
21,170,70.0
49,162,64.3
19,164,67.4
23,189,88.5
23,191,93.2
41,182,80.4
24,168,66.0
23,184,84.6
22,175,77.1
19,166,70.3
23,190,88.8
22,162,70.6
22,186,87.4
23,174,69.5
22,193,97.8
20,176,76.5
21,164,68.6
21,185,82.7
22,170,69.9
20,154,64.5
20,178,77.0
23,184,86.3
20,151,62.6
19,178,79.3
20,169,71.0
64,172,70.6
20,173,71.1
20,173,76.3
21,192,88.8
21,160,63.2
21,168,71.4
20,198,100.0
25,167,66.9
22,182,79.0
19,164,68.3
18,167,63.5
20,161,63.8
20,188,84.5
25,180,81.6
20,169,65.3
21,179,76.3
21,157,65.3
19,193,89.9
24,155,63.4
25,173,70.6
20,168,66.4
21,160,61.0
23,163,67.1
24,160,65.7
23,172,69.4
19,162,63.1
23,176,74.8
23,162,63.8
22,176,73.4
21,190,87.4
21,173,72.2
18,179,79.3
21,160,67.7
19,161,61.4
19,184,81.0
22,182,81.3
23,159,68.2
19,182,78.4
21,151,63.3
23,156,62.6
19,174,79.1
19,155,63.9
20,168,69.1
20,161,63.0
22,180,81.1
22,182,80.4
20,171,78.5
20,173,68.5
26,181,79.7
21,191,90.9
22,184,84.3
20,189,91.4
21,170,71.7
39,176,76.4
20,173,73.5
20,156,64.6
19,173,73.3
23,188,88.8
24,186,81.8
24,184,83.1
23,171,70.2
23,175,75.1
21,179,77.1
21,159,58.3
23,170,73.4
20,187,86.1
22,181,80.7
18,170,72.9
22,192,93.1
20,174,70.5
21,168,72.9
23,174,72.8
29,155,62.8
20,185,85.1
20,174,76.9
19,181,80.0
20,187,85.9
20,188,89.3
19,156,61.1
44,164,63.9
21,162,67.2
24,183,79.6
24,159,67.1
23,167,68.7
21,185,82.5
21,179,76.1
21,180,75.5
24,168,73.1
19,189,85.5
21,174,79.2
22,164,67.7
27,167,68.1
22,156,64.0
19,173,76.1
21,165,65.7
22,168,64.8
19,188,84.0
23,167,68.4
20,181,80.2
19,167,65.9
21,189,90.7
24,182,81.7
21,161,69.1
20,161,64.4
22,171,66.3
22,169,69.2
22,167,69.8
21,155,63.8
23,160,64.1
22,177,74.4
20,170,69.2
22,170,66.1
21,176,81.0
22,168,70.7
21,171,69.1
21,164,64.5
24,184,79.8
19,169,66.4
20,171,71.5
22,158,60.4
22,183,84.1
22,179,76.9
23,175,72.3
30,154,59.9
22,182,79.9
24,175,72.3
21,180,79.5
20,178,75.7
23,186,87.1
19,187,87.0
21,168,68.8
22,166,68.4
19,189,86.9
25,165,69.2
22,169,68.5
22,163,66.8
23,162,64.2
21,166,67.8
18,187,81.2
44,165,70.1
24,198,97.4
20,171,64.0
21,174,71.2
20,165,66.3
22,180,81.4
23,187,90.2
22,164,67.1
24,164,65.4
22,180,79.1
20,175,69.8
21,165,67.5
24,176,81.2
20,175,71.8
22,179,80.9
25,170,78.2
23,189,88.9
21,172,70.6
20,164,66.2
22,169,68.6
19,160,61.6
23,173,74.5
19,155,60.3
19,148,55.5
21,176,77.2
21,156,65.6
20,169,71.3
24,150,59.2
54,157,65.8
21,197,99.1
19,155,63.8
20,158,66.3
19,179,80.1
21,185,82.8
20,188,85.7
22,173,69.8
25,152,58.9
35,182,84.6
27,179,74.5
21,155,62.0
19,165,66.6
20,151,63.1
19,184,80.5
20,185,84.8
22,194,89.6
18,179,79.8
51,180,79.1
20,169,67.6
21,163,65.7
21,176,73.4
21,159,61.3
20,178,76.2
21,177,77.2
23,154,63.5
20,170,69.2
20,164,65.6
22,180,85.2
20,166,72.2
22,157,60.7
24,185,74.9
22,172,69.6
25,186,80.9
23,158,63.9
24,187,83.7
19,163,66.8
25,146,60.9
22,170,64.4
47,180,80.3
21,156,59.0
21,152,60.9
24,183,78.3
18,182,81.7
22,182,81.2
20,179,78.0
18,171,68.4
50,185,83.0
23,184,82.4
23,177,75.5
19,169,69.0
23,155,60.3
20,164,64.2
20,194,94.4
20,179,82.7
22,156,64.2
21,189,90.6
24,159,64.6
22,177,76.9
19,180,79.5
20,190,89.1
19,185,84.4
19,170,71.4
19,164,67.8
22,181,77.6
21,166,74.3
26,171,69.9
19,185,88.4
22,174,71.9
23,176,73.7
21,168,67.3
24,174,72.6
21,185,84.8
24,167,72.1
20,186,87.7
21,192,90.7
23,163,68.6
23,159,65.7
21,161,66.9
18,169,70.6
18,168,69.4
27,157,66.6
24,155,58.8
24,175,73.3
23,165,69.5
21,174,78.3
23,184,80.6
20,163,62.9
18,168,68.1
24,162,64.5
22,170,68.6
19,170,75.2
19,155,63.2
26,184,84.7
21,172,71.8
21,174,74.4
23,156,66.2
22,171,71.1
50,163,64.9
22,166,68.2
20,176,75.4
22,182,78.5
22,170,70.6
41,157,63.8
22,180,78.8
19,177,74.6
24,188,90.0
21,179,79.1
21,167,68.4
21,176,71.7
21,176,75.4
20,164,66.2
21,173,74.5
22,187,81.8
20,187,85.9
22,170,74.1
20,172,73.4
22,167,67.7
20,163,68.9
23,162,66.9
23,169,74.5
20,153,60.4
22,171,72.2
21,168,73.4
21,147,59.3
22,188,86.3
19,172,71.1
23,182,79.6
19,161,67.5
21,185,84.8
25,172,70.7
21,169,73.2
55,159,63.4
24,162,62.8
22,186,86.4
37,179,76.1
22,194,90.7
24,161,64.9
21,161,63.6
37,173,75.9
21,190,89.0
20,180,79.0
18,162,67.7
20,164,66.9
24,167,68.3
20,175,75.2
18,165,67.9
21,174,74.0
19,156,63.3
21,165,66.6
19,172,77.9
21,184,86.2
24,176,76.5
21,185,85.1
21,170,68.0
22,174,72.8
24,175,74.7
23,165,70.8
21,192,87.0
22,189,87.9
23,174,72.1
20,156,60.7
18,181,81.0
19,172,74.4
19,171,68.5
21,180,76.9
23,172,66.3
20,189,85.8
59,153,62.4
25,179,78.4
22,172,68.8
22,182,78.4
23,162,70.2
37,173,69.9
21,179,73.7
24,167,68.1
21,179,75.6
22,184,81.3
20,174,78.4
21,166,64.9
21,170,71.7
21,186,88.0
22,168,68.2
20,155,63.9
23,162,65.7
20,175,72.0
20,174,73.7
20,171,68.8
21,175,75.6
22,151,62.1
22,162,67.0
19,174,72.8
27,182,81.6
24,182,80.9
23,166,68.9
18,163,71.1
23,153,57.7
22,170,73.5
21,161,66.5
19,167,68.9
21,165,66.6
22,162,64.4
20,178,78.0
57,169,70.1
22,176,76.1
23,181,74.8
21,168,68.3
19,160,61.8
19,168,66.6
23,167,68.0
21,158,65.5
20,151,60.0
21,174,70.2
59,158,59.9
22,157,66.2
21,158,69.3
20,160,66.7
22,181,84.6
26,164,66.0
20,173,70.6
19,180,75.6
20,162,61.8
19,181,77.4
25,175,75.5
21,178,75.8
22,162,64.6
20,154,63.4
20,177,79.0
22,182,80.5
20,181,79.1
22,160,62.7
22,180,82.0
22,173,74.2
21,179,80.7
20,186,83.9
20,182,79.7
18,163,67.3
20,171,70.0
22,171,73.2
24,160,61.4
21,155,61.1
23,159,65.7
20,172,75.5
19,175,77.8
19,170,67.3
19,174,69.1
20,162,65.8
23,187,85.1
21,164,68.2
19,165,69.6
24,182,77.8
22,175,72.1
18,180,81.6
21,183,82.4
21,158,63.3
21,164,66.9
46,158,62.9
19,187,86.9
22,162,67.6
23,175,76.6
19,161,64.6
31,152,63.3
25,184,83.1
19,158,62.9
22,170,72.2
21,166,64.2
19,174,74.3
21,176,71.1
21,188,86.2
20,177,79.4
19,157,61.2
19,165,66.0
24,184,80.3
21,164,67.4
22,157,63.5
22,166,61.4
20,162,68.7
20,158,62.4
22,183,84.4
19,187,86.7
24,170,67.6
21,168,71.9
21,147,59.0
21,140,56.1
21,163,62.9
23,186,84.4
20,172,73.8
20,192,87.5
25,178,78.6
23,168,68.9
20,177,77.3
22,195,97.8
23,172,71.6
19,153,61.7
24,167,67.8
21,176,73.7
24,167,64.7
22,178,74.1
19,173,69.5
18,166,66.7
21,182,85.6
22,170,68.9
21,160,67.3
21,178,77.0
28,171,69.5
20,186,86.3
20,165,63.3
20,176,79.0
23,181,80.4
23,161,60.5
22,166,66.7
21,177,76.8
19,182,80.3
22,173,76.9
18,178,77.2
24,179,76.8
19,158,68.3
23,182,76.8
24,188,83.7
22,165,67.0
19,160,63.9
22,176,73.3
20,187,85.7
20,163,69.2
27,153,57.4
22,160,63.9
25,169,73.2
18,174,74.3
19,172,69.4
20,159,66.3
23,169,72.5
19,189,90.2
21,177,79.1
21,191,90.0
19,168,68.3
19,145,62.0
22,160,65.6
20,180,78.0
21,175,76.6
36,168,69.1
20,181,77.5
22,169,72.8
23,157,62.5
24,184,80.4
20,185,81.7
20,166,69.5
19,177,71.9
20,179,78.5
23,173,77.9
46,183,82.9
19,175,74.5
23,178,77.1
19,160,64.4
20,172,73.5
20,149,59.7
22,149,63.1
22,173,70.5
21,187,83.0
21,168,72.0
19,171,65.9
23,156,65.0
19,167,67.2
23,177,79.0
20,164,67.8
22,180,77.6
22,172,73.3
23,184,80.3
21,163,64.0
19,160,67.1
22,168,68.8
23,165,68.1
20,178,77.4
20,171,73.9
22,178,80.9
23,188,85.8
21,169,66.0
24,172,73.6
21,155,59.3
19,169,68.6
21,172,70.6
21,184,87.8
21,170,73.3
20,182,84.2
22,183,78.8
22,162,66.7
20,181,80.5
23,174,80.5
24,162,62.7
22,163,71.5
22,152,61.0
23,171,70.3
23,157,67.9
23,176,74.6
19,165,68.6
18,176,76.4
20,167,67.3
24,182,79.6
21,161,62.6
24,186,83.3
20,175,75.3
25,175,76.4
24,188,87.6
20,190,90.1
21,175,78.5
25,178,77.7
24,176,74.0
19,163,67.6
21,168,71.2
24,179,75.8
22,177,73.9
25,150,60.1
23,172,75.5
22,191,89.8
20,172,69.6
35,176,73.1
20,170,70.1
22,182,80.0
25,154,61.6
24,180,75.0
25,185,84.5
23,192,91.0
20,163,64.2
19,149,60.7
20,158,63.7
20,158,62.9
22,179,80.2
24,173,74.5
22,175,76.2
22,156,61.2
37,170,74.7
19,174,74.4
28,184,86.4
60,170,69.1
22,172,72.8
22,164,66.0
19,149,62.3
24,166,63.6
20,176,72.8
25,161,64.1
23,159,66.4
21,189,90.0
22,174,71.2
20,161,63.0
24,159,66.1
20,173,74.0
21,188,88.8
24,190,89.9
22,186,86.5
21,184,87.6
18,192,90.2
21,176,78.7
23,195,96.1
24,163,67.7
21,173,69.7
20,162,65.5
24,170,71.9
21,168,67.3
22,168,70.5
20,168,67.0
22,159,69.7
25,170,68.3
20,176,73.4
25,151,63.2
41,191,90.3
20,171,71.6
22,160,63.8
22,175,75.9
31,163,70.8
49,181,75.6
22,160,66.0
22,173,75.2
22,162,64.3
23,182,85.6
25,187,85.2
22,167,73.2
23,171,70.7
25,165,69.2
35,187,89.0
20,181,76.4
19,176,76.0
25,184,81.6
23,172,72.5
20,160,63.4
21,171,65.5
22,176,75.0
19,170,69.1
21,191,87.5
40,162,66.1
21,171,70.2
22,184,81.3
21,166,65.6
22,176,74.8
20,179,80.3
21,177,76.2
25,170,73.3
22,150,58.5
19,179,75.1
21,164,67.8
22,173,71.3
22,181,78.5
19,176,74.1
21,160,63.0
19,174,73.9
23,164,66.0
21,168,71.7
19,185,86.0
26,165,68.4
21,173,72.3
24,172,72.0
22,171,70.8
20,156,62.2
21,174,77.6
23,190,92.5
21,192,89.2
23,173,72.0
21,166,68.4
20,186,81.9
23,185,81.5
19,164,66.8
22,174,74.0
22,164,67.5
20,178,79.4
19,186,81.2
20,185,85.1
23,170,71.4
25,176,78.3
21,183,83.8
22,160,67.1
49,186,82.2
23,148,56.7
21,174,74.1
21,182,77.3
22,173,71.3
23,179,77.0
21,163,69.8
19,164,69.8
19,160,65.2
22,159,63.9
20,183,80.5
22,175,71.4
20,159,66.8
22,172,73.2
21,177,76.9
18,170,67.4
21,155,57.7
19,160,68.3
20,158,63.8
21,157,67.1
20,162,69.2
63,174,71.0
40,185,85.3
21,157,63.5
21,165,72.2
22,164,68.8
20,160,62.9
22,156,66.6
20,160,65.1
24,172,73.4
22,156,64.0
25,167,66.7
34,166,67.9
19,185,86.5
21,172,75.3
22,180,79.1
21,155,61.9
21,179,79.3
21,182,81.3
21,152,63.1
22,184,84.4
20,162,68.1
21,182,78.6
23,159,61.3
19,188,85.9
18,174,75.7
19,173,74.2
23,160,59.7
22,168,68.5
19,168,70.7
23,179,74.3
20,177,82.6
20,175,71.4
24,163,68.3
22,161,68.2
21,172,74.3
22,164,62.1
24,179,74.3
24,181,80.2
22,162,66.6
20,176,71.9
22,157,64.1
23,171,69.6
20,172,74.7
20,170,74.1
21,166,71.4
20,157,63.7
24,149,60.0
23,180,78.9
58,170,73.9
19,183,85.2
21,186,81.0
21,176,80.0
23,172,72.8
23,157,60.2
20,164,65.6
21,170,66.5
23,159,65.8
20,174,73.5
21,158,63.6
26,165,62.8
22,174,75.8
21,156,66.7
20,150,60.4
23,158,63.9
45,177,77.4
22,172,71.0
21,173,74.1
23,155,62.1
22,159,66.2
22,175,77.1
20,174,69.4
21,192,91.4
22,188,85.4
31,187,84.1
21,187,88.6
23,171,65.1
51,162,66.0
23,171,72.5
19,156,63.7
22,195,90.2
22,185,86.5
20,172,71.7
20,179,76.3
20,167,69.2
20,183,82.3
19,194,92.2
20,171,71.0
25,162,65.0
22,162,68.1
20,168,68.8
23,172,71.6
19,167,66.2
23,186,88.2
18,193,91.7
21,168,70.3
26,183,81.2
22,175,73.6
23,148,57.7
20,173,72.8
20,176,78.6
21,166,68.2
21,176,76.1
23,190,89.3
23,182,79.8
22,185,81.0
21,172,69.8
20,170,76.4
20,165,64.2
21,180,76.8
20,170,67.3
23,175,73.8
23,175,73.1
21,169,68.5
54,179,77.9
21,182,79.0
20,161,68.2
20,177,73.8
19,154,62.3
23,155,61.6
23,182,80.1
20,163,64.0
22,173,71.9
19,176,72.7
21,172,75.5
22,171,66.6
46,180,76.1
22,173,72.9
23,172,73.6
23,158,59.5
21,174,75.9
22,166,62.8
20,193,90.9
22,175,72.2
23,167,67.0
21,154,65.3
25,156,62.4
21,182,78.1
20,165,67.1
20,185,84.7
19,186,83.0
22,173,72.8
59,160,61.1
23,188,84.6
42,174,71.7
57,180,82.0
24,155,65.4
20,196,97.9
22,146,61.7
20,173,76.4
21,177,76.5
20,191,90.1
22,146,59.5
20,168,72.3
27,180,75.3
20,166,66.5
18,166,67.1
21,182,83.6
22,159,59.6
22,155,63.9
20,161,65.0
20,171,71.5
24,151,62.5
19,189,85.8
22,161,63.7
19,169,65.6
21,169,71.1
22,162,66.3
22,173,73.0
22,161,69.6
20,181,80.7
19,165,64.0
22,166,71.7
23,185,82.0
23,154,62.2
20,156,65.0
21,174,77.1
20,168,68.2
24,180,80.7
20,178,76.0
22,155,64.2
22,173,73.2
25,174,71.7
21,167,69.2
22,172,70.7
21,172,67.1
22,198,97.6
19,164,64.5
22,178,80.1
21,181,80.9
22,174,74.7
22,171,70.6
23,190,88.0
20,154,61.3
19,182,79.3
23,177,74.7
23,177,77.8
19,166,70.7
20,174,74.9
25,177,75.9
19,187,79.3
20,175,68.2
20,168,69.9
21,176,74.3
21,185,84.1
24,192,96.3
23,180,80.6
19,160,69.5
21,183,81.2
22,160,68.0
25,187,85.7
22,174,76.8
20,163,64.8
20,182,82.5
20,167,66.0
21,174,75.9
22,183,84.9
20,160,63.8
23,178,74.8
19,178,81.7
24,194,96.2
23,160,64.5
22,201,103.1
21,178,74.2
21,196,98.6
23,160,65.3
22,184,85.0
20,180,81.1
21,181,77.8
21,181,78.8
18,172,68.2
21,186,83.5
20,151,58.2
20,175,73.2
26,187,85.1
22,174,76.0
20,161,66.5
20,164,66.1
19,165,65.8
20,172,70.9
19,179,77.0
22,176,78.0
20,184,85.3
23,180,76.1
21,188,87.1
23,154,63.3
52,186,86.4
22,182,78.4
25,183,83.1
21,157,62.3
18,163,68.9
28,158,65.5
20,185,83.3
21,135,51.4
20,170,72.6
23,177,74.9
20,189,87.6
20,175,75.7
22,182,84.1
20,166,66.2
20,155,58.2
22,152,63.4
20,166,68.1
20,182,77.3
24,171,72.6
18,154,63.0
20,171,75.0
20,152,63.4
25,174,74.3
20,161,62.6
21,159,68.3
24,190,90.4
23,175,78.1
23,162,65.0
22,158,62.5
28,153,58.2
21,195,95.2
23,193,90.3
19,165,67.8
26,187,89.7
21,152,64.7
23,170,72.4
18,183,81.1
21,171,72.8
21,172,76.2
23,173,73.4
21,155,61.9
56,170,67.1
20,172,69.2
20,166,67.8
20,183,81.8
18,164,63.0
20,179,77.9
20,165,69.7
24,167,63.4
20,182,79.4
22,178,77.4
19,159,67.0
22,194,96.8
20,187,83.9
19,187,89.7
23,178,82.6
23,175,76.0
21,202,109.9
20,175,78.1
22,180,77.8
20,165,67.2
29,145,59.8
20,153,59.6
21,168,68.2
57,169,68.4
23,174,72.3
21,188,88.9
21,172,75.6
19,164,66.9
23,179,75.6
21,195,96.8
19,174,71.0
21,186,82.4
21,167,68.1
21,172,71.3
22,173,73.6
22,179,78.2
19,176,78.1
24,184,84.8
20,184,82.0
23,179,77.6
23,155,61.5
19,180,76.7
24,161,66.2
19,155,60.1
22,161,62.6
24,159,62.2
23,156,65.8
22,172,71.2
20,189,91.0
21,171,71.5
20,159,65.3
25,190,89.2
46,162,63.7
24,164,67.7
20,168,70.6
20,167,71.1
24,175,76.9
24,148,61.7
20,180,79.4
23,183,80.1
20,175,73.5
19,164,68.1
20,173,71.6
22,177,73.7
24,176,76.3
19,178,75.2
18,162,68.9
23,183,81.9
39,165,68.5
24,172,74.2
20,172,71.4
24,187,84.7
22,188,82.4
20,157,65.0
21,176,74.3
24,185,88.0
21,179,75.6
45,183,80.4
22,180,79.3
29,171,67.1
21,179,77.6
38,182,80.2
24,154,61.6
21,179,77.2
20,176,75.0
22,162,66.1
24,170,69.8
22,167,72.0
22,178,74.0
20,172,69.1
20,182,80.6
19,187,83.3
22,183,81.1
21,177,77.9
22,170,70.3
23,190,90.2
20,177,77.2
21,177,70.1
18,159,61.9
21,189,88.7
19,183,86.7
26,180,80.6
21,180,78.5
22,180,78.4
59,169,70.7
22,157,60.2
21,166,66.2
18,149,59.7
22,160,65.9
21,176,77.9
21,185,82.3
20,179,81.4
21,182,78.8
24,183,79.8
21,179,76.5
21,156,62.7
20,165,67.9
21,191,90.3
24,179,82.5
21,178,77.7
21,188,89.8
21,170,67.1
20,176,74.0
22,168,68.5
20,162,63.7
18,175,74.6
20,165,67.1
20,187,85.2
21,186,86.3
19,163,68.7
36,172,72.7
22,172,68.0
21,154,65.4
21,192,87.7
21,193,91.9
23,186,85.4
20,159,65.8
24,187,88.4
22,189,82.5
21,164,66.1
25,169,70.1
24,160,65.0
21,187,82.4
20,158,64.4
21,188,83.0
22,150,60.2
26,159,65.1
22,171,66.5
21,181,76.4
22,173,73.0
23,162,63.5
19,186,82.9
25,182,82.4
22,166,63.5
22,177,75.4
26,184,81.8
47,159,63.7
20,158,67.3
21,176,77.7
22,170,69.9
22,175,77.1
22,162,69.4
21,180,78.3
26,162,66.0
19,173,74.4
22,164,71.2
19,189,83.5
19,170,71.6
19,168,70.6
21,160,63.5
22,184,77.3
23,146,57.0
21,174,72.7
20,157,64.5
24,184,80.1
19,190,89.3
21,176,79.4
19,184,80.9
18,165,66.1
25,160,64.1
19,193,96.0
54,175,74.7
21,159,63.9
24,182,80.8
22,160,66.0
24,174,73.7
21,176,77.3
22,186,85.6
19,161,66.0
20,163,61.7
19,187,86.6
19,161,64.4
19,175,76.6
23,147,57.1
19,187,88.1
19,158,64.8
21,163,68.1
23,174,78.2
21,183,83.8
19,177,78.6
22,145,61.4
19,194,94.1
23,166,70.7
22,170,73.3
20,172,72.5
21,178,75.5
23,185,84.6
25,164,68.0
22,162,64.8
20,165,70.3
23,164,70.8
20,186,85.4
24,178,76.9
22,161,67.5
43,183,78.8
25,195,94.3
20,179,78.2
20,155,61.3
23,177,74.2
19,183,79.0
44,172,71.8
20,189,83.7
22,188,86.8
23,175,76.6
20,176,74.7
19,168,66.9
22,161,69.1
21,164,67.2
20,176,71.9
18,165,71.5
21,166,68.8
21,170,65.5
22,158,64.8
25,186,84.1
24,176,71.1
23,181,81.6
22,157,62.1
20,186,83.7
21,156,60.1
21,176,76.7
20,175,74.9
25,163,66.1
23,166,67.3
19,168,67.5
22,166,70.7
20,164,64.4
29,188,87.8
21,171,69.0
23,180,74.0
23,153,60.6
19,170,67.9
25,158,64.3
19,178,74.2
23,166,68.8
25,149,60.9
24,178,76.6
19,154,60.7
26,152,57.9
24,168,69.0
21,164,64.7
22,154,58.3
20,179,73.3
20,169,70.8
20,163,68.8
53,176,75.3
21,187,79.0
24,156,58.8
21,156,61.6
21,180,77.3
19,162,66.7
22,166,68.8
21,182,78.8
24,156,63.3
24,162,69.6
20,181,77.2
19,173,72.1
20,183,80.1
21,179,77.0
21,166,70.9
20,156,65.5
21,164,69.5
18,173,71.5
22,162,65.3
21,160,68.8
23,178,77.3
22,148,60.8
23,170,68.1
25,171,72.7
23,176,74.0
22,168,71.6
23,168,67.4
20,180,77.8
22,171,73.7
22,162,60.2
24,206,116.0
21,163,62.2
21,172,71.6
20,164,66.1
20,176,77.5
20,154,65.1
19,190,89.5
21,166,69.5
21,162,62.5
19,174,74.4
23,167,68.8
21,164,68.6
21,166,69.7
21,171,68.9
57,186,85.7
22,162,65.3
21,172,74.4
22,197,95.0
18,182,82.1
27,164,67.7
23,159,61.5
22,161,62.8
20,162,70.1
20,183,79.6
19,184,84.8
21,165,66.5
22,150,58.5
19,160,63.0
22,180,80.9
21,178,76.5
44,191,85.6
18,166,64.4
20,162,66.2
23,178,74.5
20,167,70.6
19,195,96.0
21,169,67.7
20,174,71.0
22,166,63.6
26,187,83.4
19,175,73.2
19,180,79.3
23,166,69.9
44,166,71.3
18,156,64.6
19,168,70.1
24,183,81.0
18,163,65.0
20,181,80.6
23,157,60.7
20,166,67.4
22,185,84.4
32,170,72.3
25,161,66.7
20,172,72.1
22,155,65.6
20,184,85.7
21,177,77.8
26,161,66.0
21,171,72.8
22,172,71.4
28,174,76.1
22,149,56.4
22,179,77.1
21,160,63.3
21,162,65.6
23,170,75.0
23,184,82.7
22,196,95.2
22,179,77.0
18,183,82.1
19,174,75.9
21,152,62.8
21,172,73.1
22,174,74.3
20,178,74.4
21,191,89.7
23,169,72.1
21,164,65.6
21,169,65.6
23,150,61.6
21,178,75.8
23,185,84.9
21,153,59.9
21,169,72.8
23,182,80.9
24,171,69.9
18,159,64.3
19,169,69.9
20,162,65.7
25,172,70.7
19,180,79.8
21,168,70.8
19,164,61.3
19,177,77.7
19,180,75.9
25,177,78.5
23,170,67.7
34,182,82.4
21,158,64.7
20,169,69.8
22,182,79.7
18,179,79.4
20,153,62.8
20,176,76.3
23,170,70.0
21,175,76.0
21,177,77.5
22,170,70.4
21,180,77.9
20,178,79.5
21,159,65.6
21,170,68.2
20,165,69.0
21,160,65.2
19,190,92.1
32,189,90.4
21,174,74.6
21,177,74.2
24,179,79.6
21,181,80.6
18,177,76.7
21,179,73.5
23,179,79.1
20,162,62.8
20,160,64.8
20,178,76.7
21,168,67.4
